quizzes,solutions
080090637200710000094006500063500071108040006900000004000100805052830049000002700,581294637236715498794386512463528971178943256925671384347169825652837149819452763
259000401010002708006340000630000000070920000804170006500000807028005003040069500,259687431413592768786341925632458179175926384894173256561234897928715643347869512
000280010001530407067009008020940100308000059000068000405003000010704300070050290,534287916981536427267419538726945183348172659159368742495623871812794365673851294
800200907020300000516400820302008406900000210480007000604050790070030000000061050,843215967729386145516479823352198476967543218481627539634852791175934682298761354
010790506004800020073002090006950002300007651000018009060500010900046800207300004,812794536694835127573162498146953782389427651725618349468579213931246875257381964
080260000009003007015704600100000460000092003703501008500000204008300170076010359,487269531629153847315784692192837465854692713763541928531976284948325176276418359
000407190000060048350090002087329500045810200000000060020053001401600700008740900,862437195179265348354198672687329514945816237213574869726953481491682753538741926
000010003940025860000906004008000310090800500600070002700040000021060900453701020,586417293947325861312986754278654319194832576635179482769248135821563947453791628
150900080000038140009027500000080704020001693095760000307600000002000008904010302,153946287276538149849127536631289754728451693495763821387692415512374968964815372
804000200007031800063000174008200390029008050750600000000720043406000008930050600,814567239297431865563982174648275391329148756751693482185726943476319528932854617
504603012061409080000000000405091007700050300890060004000000209200105076670082500,584673912361429785927518463435891627716254398892367154158746239249135876673982541
100040020300600047807005000080009210000486530609100000000720004010008790025010600,196847325352691847847235961584379216271486539639152478968723154413568792725914683
007090800462050070010300400000003750000810009039045102806007500005021040040080060,357294816462158973918376425281963754574812639639745182826437591795621348143589267
200105090107060500060340001306800070071002004090000350000600009025001830040008700,234185697187269543569347281356894172871532964492716358718653429925471836643928715
000809053200100000305020009906040000100907080024000067069700020030500814510032000,641879253297153648385624179976248531153967482824315967469781325732596814518432796
700509824502700060001080300300070685004030000010602000906004070200095100045800003,763519824582743961491286357329471685654938712817652439936124578278395146145867293
006070000930102080002806450509037040803000201000410900000904807064000020000765000,486573192935142786172896453519237648843659271627418935351924867764381529298765314
000700216500048097300060005051083000009000040230100070080029004002050030605307800,498735216516248397327961485751483962869572143234196578183629754972854631645317829
090030010000009782780600500001000007436900201009240000050800403000320170340000096,295738614613459782784612539821563947436987251579241368157896423968324175342175896
720003000800490600000000018005620084089010050003500000012807065430006100007040090,726183549851492637394765218175629384289314756643578921912837465438956172567241893
010006000407510002003200906005690800002080034700320100850400090904073050006008000,219836475467519382583247916135694827692781534748325169851462793924173658376958241
003000400020014098090050060004208035500070600006530801000090004780102050100600972,853926417627314598491857263914268735538471629276539841362795184789142356145683972
000005463024038170015006009860079020000004700900020008070001800032000016009400500,798215463624938175315746289861579324253684791947123658576391842432857916189462537
061700800050006790300049500700080020080504060005003009004125070003068001200400900,961752834458316792327849516739681425182594367645273189894125673573968241216437958
000000607001400058500689020009308000040520090082007014070830002004090060063150700,498215637621473958537689421159348276746521893382967514975836142814792365263154789
010596200800074005400020739190000006080040370003100020700060000200900103036208050,317596248829374615465821739194732586582649371673185924751463892248957163936218457
800425001032000070604708009020060085000109460000540300053600000080000190109003200,897425631532916874614738529421367985375189462968542317253691748786254193149873256
000600200900431070500290040208005390000000407407010028061080050320070801050009002,143657289982431675576298143218745396695823417437916528761382954329574861854169732
087305020000046000010090845740102008062000530900000000035900000608700200200068093,487315629529846317316297845743152968862479531951683472135924786698731254274568193
005092104004000000602004703050030080203710090400020075017650002000900030006008009,875392164134567928692184753759436281283715496461829375917653842528941637346278519
000100506002040080500903700817030400000009002004510060090070618030000009046002050,479128536362745981581963724817236495653489172924517863295374618738651249146892357
480160007000028019690500400006005034320000500000090008064050200710840065009003000,482169357537428619691537482976285134328714596145396728864951273713842965259673841
010005079009000601076040200840000027050083004700500000005070040900058302230601080,318265479429837651576149238843916527652783194791524863185372946967458312234691785
004230000730006000008001403080060079310000005200005840100004750040509200602780100,964238517731456982528971463485162379319847625276395841193624758847519236652783194
000040236003180000654002009098005010200930074430028060510090003000607500009000040,187549236923186457654372189798465312265931874431728965516894723342617598879253641
900002300053000460060104800800000210000809003234700000400206000075010020001095087,948652371153987462762134859897543216516829743234761598489276135675318924321495687
000020074876015900040300006007000200010059000000068013052070098603000020091030045,135926874876415932249387156567143289318259467924768513452671398683594721791832645
000000490602010008001978020207056010008002605350700000000060380000309200580040000,875623491692514738431978526247856913918432675356791842729165384164389257583247169
306501002001900040704002003060008904475060008000270500089013006000000010003406027,396541782821937645754682193162358974475169238938274561289713456647825319513496827
000005000500800240600020010003060400905130082000092037002380560040000801007406900,721645398539871246684923715213768459975134682468592137192387564346259871857416923
003008007500000103680005240307060008020400095004987060000091000209030570710006000,943128657572649183681375249397562418826413795154987362435791826269834571718256934
001206000260800040700090003900764000807020006030500090690403507048000031100008200,351246879269837145784195623925764318817329456436581792692413587548672931173958264
900008024005010000003600700030024809640500010192700000200090006060005480701403050,976358124425917638813642795537124869648539217192786543254891376369275481781463952
209070400000053070038100006510096000800240000074001250405009008060407020000000103,259678431146953872738124596512796384893245617674831259425319768361487925987562143
920060800700002000580001076000500402003009087007200061100470300060030095008905010,921764853736852149584391276619587432243619587857243961195476328462138795378925614
005089100072500300910060000001476000030020006090000540004008071200034095060002080,645389127872541369913267854521476938438925716796813542354698271287134695169752483
006037951020090870000148006005000430009061000840009007603080590570020010008006000,486237951321695874957148326165872439739461285842359167613784592574923618298516743
004615700800002000605070009080706000700040203009080005400007100027950304036000800,294615738873492516615873429582736941761549283349281675458367192127958364936124857
000000901309076040064105002100600008030009500900524000580000200002780100740000306,257348961319276845864195732125637498436819527978524613583461279692783154741952386
970050000208040703006008001000001352040067010090080607604000009300210000705930806,971653284258149763436728591867491352542367918193582647624875139389216475715934826
014070000000040237800206100000020069760004005003095800640037002100000080072901500,214379658956148237837256194581723469769814325423695871648537912195462783372981546
900005870040869020200010003807090001030006090020400058605000300000071009001203006,916325874743869125258714963867592431534186297129437658675948312382671549491253786
073400029020008700001900506059020080000100070040086013000009400200360058806005000,673451829925638741481972536159723684368194275742586913537819462294367158816245397
500000849000030000190000072054006100001800900360002084030070000907040050080021730,523167849748239615196485372854396127271854963369712584632578491917643258485921736
040605008179000602500000300050340170307000009600102005006400000020980040080010907,243695718179834652568721394852349176317568429694172835936457281721986543485213967
006100005000070306043005028009008200050400700000003091320009400004020010807600500,286134975915872346743965128639718254152496783478253691321589467564327819897641532
000680020054001900070004003003056700400300008092800601009070060106593002085100040,931685427254731986678924513813256794467319258592847631329478165146593872785162349
007000940390000600160000802020060190780003504009080037038290050000300421005700000,857612943392874615164539872523467198781923564649185237438291756976358421215746389
080300421400020060907600005060480107000000093050207080670018300304060900002700500,586379421431825769927641835269483157748156293153297684675918342314562978892734516
200000800190030654080400070500000061309015200060720003700208000003069000008050146,234576819197832654685491372572983461349615287861724593716248935453169728928357146
200038400010960700007005006006007380080640000705301009000090054108000023900024100,269738415514962738837415296496257381381649572725381649672193854148576923953824167
074903000002840075000001060067028900500000040030010786305060814000080032120005600,674953128912846375853271469467328951581697243239514786395762814746189532128435697
400020008000700010000895076589030001010206500003000040390600700207048005800009360,476123958958764213132895476589437621714286539623951847395612784267348195841579362
005030012000000840900007003070020400000008036413009005802150004107900600064803009,785634912326591847941287563678325491259418736413769285892156374137942658564873129
200100068700029000005000320080062400000910650502370090107450900008000103340600000,294135768736829514815746329981562437473918652562374891127453986658297143349681275
008007405100030020037008006000040309900000080685013070002090008004205060070680012,298167435156439827437528196721846359943752681685913274562391748814275963379684512
309004500006000280582700104040010007930500801800009630000937062000800050700602000,319284576476195283582763194645318927937526841821479635158937462263841759794652318
018007020020090806436005000100070340200001050704260010000009000005300489000400103,918637524527194836436825791169578342283941657754263918341789265675312489892456173
014602009000007850900005020608400090003500601000806002802000500300000940050731000,514682379236197854987345126628413795743529681195876432872964513361258947459731268
350700400002050009189000060018020003600010095007094208200401080000005170460008300,356789421742156839189342567918527643624813795537694218275431986893265174461978352
305000000020046870006209000000082904013000020400005601070090000001500006508473090,345817269129346875786259413657182934813964527492735681274691358931528746568473192
090170084703090000000302001007240010354901600000750803901000060400008020082500007,296175384713894256548362791867243915354981672129756843931427568475638129682519437
006002807023001000097860005200058039070400600050030700900043006005900140010600200,546392817823571964197864325261758439378419652459236781982143576635927148714685293
300000080078102000620730001007290040065000007930004805004800029000050000010906500,341569782578142963629738451187295346465381297932674815754813629296457138813926574
001072009806000050200095480020743100900000306075000000703280000040300968000160700,451872639896431257237695481628743195914528376375916842763289514142357968589164723
904067502805039100070100090040010850086200700300000040200690070107050004030080600,914867532825439167673125498742916853586243719391578246258694371167352984439781625
005063000000480000280509040010007900006102530000040080043020005709006020600900170,495263817367481259281579346514837962876192534932645781143728695759316428628954173
206300507543060000000000009680032000001407080035000410000245700008001290070080006,296318547543769821817524369684132975921457683735896412169245738358671294472983156
007500010640001000300080905060305408900000273000820600020700060100493080080016700,897542316645931827312687945261375498958164273734829651423758169176493582589216734
002600790398700000500030401000043600285007340000800105100200000000090560746008002,412685793398714256567932481971543628285167349634829175159276834823491567746358912
003416000650000740082003000260100830000007000140080029809500002000048070010630950,973416285651829743482753196265194837398267514147385629839571462526948371714632958
008210030000080102019006807805000329030500000701000060006907050320100004900830700,478219635563784192219356847845671329632598471791423568186947253327165984954832716
904000830000002070278960500006004015050870060030001200081790304000005680609020000,964517832315482976278963541896234715152879463437651298581796324723145689649328157
406005000070082050021090004805010600003070019000940080050761320700000400108300900,486135792379482156521697834895213647643578219217946583954761328732859461168324975
700910020000060308050008010090000005506090470043207096009300040080020709460100002,738915624914762358652438917197643285526891473843257196279386541381524769465179832
506100030080020401009530700108053290200400605000000007805004060070200900300691000,526147839783926451419538726168753294237419685954862317895374162671285943342691578
000053849300704050020009001010000400007000283800625000040000570689030000001080096,176253849398714652425869731912378465567941283834625917243196578689537124751482396
405000007030006190700023004290307000008900500500140020901005040000709382000680001,465891237832476195719523864296357418148962573573148629981235746654719382327684951
200401050300600480160589003000004390037050200002008500009103002081007000400000067,278431659395672481164589723516724398837956214942318576759163842681247935423895167
050000000300058046010407500074910300090006020200030098502603070001005430009840002,458369217327158946916427583874912365193586724265734198542693871681275439739841652
008056400300009520000230061060080903005710000842000000400960200201345800000000070,728156439316479528594238761167582943935714682842693157483967215271345896659821374
070000050539071008010040603200108000043067000700050290005800001460005002020930084,674382159539671428812549673256198347943267815781453296395824761468715932127936584
080020047000400000004060901019308200002900006740006830350801004000072063071000508,983125647167489352524763981619348275832957416745216839356891724498572163271634598
084600790600093020020000430010002009790005600002340050001007008500910074006850000,384621795657493821129578436415762389793185642862349157941237568538916274276854913
005901024200080006070000300001400500500600908087309010300004200002006005604130090,835961724249783156176245389961428573523617948487359612398574261712896435654132897
000800039009406105270030006000005000631008072002007964500601400040020000103590080,416852739389476125275139846794265318631948572852317964527681493948723651163594287
005380200400006080028050769030000078900203100564007900102000000790060004000901503,675389241419726385328154769231695478987243156564817932152438697793562814846971523
023076001900000050004510802050708096390005400846300070100903200000020000600400089,523876941918234657764519832251748396397165428846392175175983264489627513632451789
070068034920030610080401050390047020140020065000500000000004000850900003000186007,571268934924735618683491752395647821147829365268513479719354286856972143432186597
034000006580016000000820100023100000610008023400050090300704800009000574200600019,134579286582416937796823145923167458615948723478352691351794862869231574247685319
400200180027005063000940700300056098682000000090010000050300016103008004040690020,435267189927185463816943752371456298682739541594812637259374816163528974748691325
000308009100060000047501806020890600301045008079002005003000920005007100600430500,256378419138964752947521836524893671361745298879612345783156924495287163612439587
200080907004100508000673001009000710030040000681007090002308400890560020003090056,216485937374129568958673241429836715735941682681257394562318479897564123143792856
960010050000000071200853040830060009002700600054032080000504700009200503018070094,963417852485629371271853946837165429192748635654932187326594718749281563518376294
100650370500804002946000010200490007030060450008700200001080009607002080000003001,182659374573814962946327815265498137739261458418735296321586749697142583854973621
450690080080000201903207004300019602048500900000020350001340870709000030000006005,452691783687435291913287564375819642248563917196724358561342879729158436834976125
000609210600003005048002000000031090030700401807050600104000789002000064095008130,573649218621873945948512376456231897239786451817954623164325789382197564795468132
630005400800230000509001706003050100007000040906004028010002870002380500490010000,631795482874236951529841736243658197187923645956174328315462879762389514498517263
700023080018060000400500006200047530390200800000000041060010005009405073503070020,756123984918764352432598716281647539394251867675839241867312495129485673543976128
004307106980056000001000000500020903002000048700694500003005020000410300679200400,254387196987156234361942785546821973192573648738694512413765829825419367679238451
602003570408005200090108004000600023025400810300000009070090632001300005900086000,612943578438765291597128364189657423725439816346812759874591632261374985953286147
036025008007060905000080040900800607001400000260001030004500009080003700125070080,436925178817364925592187346943852617751436892268791534374518269689243751125679483
600300287500090001070400060820050400001006009005700010340970020018002000000863070,694315287582697341173428965827159436431286759965734812346971528718542693259863174
007008000450200030698503000800900764000000900240050000910600280000801450003007600,327168549451279836698543172835912764176384925249756318914635287762891453583427691
068503007007048020040010005080000730093400006456007100000009302900005600031270009,268593417517648923349712865182956734793481256456327198875169342924835671631274589
090003000003124000057800003400261007300050046020000850019080020000749100600000005,194573682863124579257896413485261937371958246926437851719685324532749168648312795
596100002803000601100070085400005700000090100037280004020009850301506090009034006,596148372873952641142673985418365729265497138937281564624719853381526497759834216
800203005004000090053000701590040108000530600406801000100080000020907304078650009,817293465264175893953468721592746138781539642436821957149382576625917384378654219
095400027800000000106200005070601003008003004600090810030109400009000156000845200,395418627827956341146237985274681593918523764653794812532169478489372156761845239
403000290000087006086400000650903070100020040028605300907062500040001700000800001,473156298591287436286439157654913872139728645728645319917362584842591763365874921
050760032007005000014900000470306095000804070026010000600409703040008059503000801,859761432367245918214983567478326195135894276926517384681459723742138659593672841
006024900910300500003100006802705410050496080007000003004000725100578000030002090,576824931918367542243159876862735419351496287497281653684913725129578364735642198
025463000000000010007000602031007004980054120000900083400120306300000850700600049,125463798693872415847591632531287964986354127274916583459128376362749851718635249
700900006060504000200080041801060074009370000570000280680042530000806017003000020,714923856368514792295687341831265974429378165576491283687142539952836417143759628
090000300803057020100089406680020009021004870407100005219005000006230000050040700,594612387863457921172389456685723149921564873437198265219875634746231598358946712
002009070000054601100302005004906200070010903509030040820600010040000000037000864,452169378793854621168372495314986257276415983589237146825643719641798532937521864
070020403003701000096400080700580040002106090368002001920058700000000009080304016,175829463843761925296435187719583642452176398368942571921658734634217859587394216
050682040000940000600000302300107008069008050200300406007830015908005020010004007,153682749872943561694571382345167298769428153281359476427836915938715624516294837
005001800020004706000790040600209108000450630098070025840610050701000900002000380,475361892923584716186792543654239178217458639398176425849613257731825964562947381
003008017004720580000309000900000400010807306560040092209601048700502100000000600,623458917194726583875319264938265471412897356567143892259631748746582139381974625
003006005270050100000700038047890250501030009030040000960010300000508062002900004,493186725278354196156729438647891253521637849839245671965412387314578962782963514
000000017106002950580049020900000074010580003823000001000934702300060000090721000,239658417146372958587149326965213874714586293823497561651934782372865149498721635
006000971793008020020060800000500012070026400000800309010900604005071030800450000,486235971793148526521769843638594712179326485254817369317982654945671238862453197
080701690204500370009040001027060000030080465000009800300008010605300902000670040,583721694214596378769843251827465139931287465456139827342958716675314982198672543
006000897700304005000000000002090000300508100850120604907600401015807063040005002,436251897798364215521789346172496538364578129859123674987632451215847963643915782
420900000030810006015002009280003000060007005000004783100700402970020068000650130,428976351739815246615342879287593614364187925591264783156738492973421568842659137
000400009040180250560030080407000130000900006130270000003850000020300005801040970,718425369349186257562739481497568132285913746136274598973851624624397815851642973
045106002000075080002004063003907604716080090000010020000328700400500100938000000,845136972369275481172894563283957614716482395594613827651328749427569138938741256
503000000072100400000600758006790810010004000009805206060409520700080903040021600,583947162672158439194632758256793814817264395439815276368479521721586943945321687
600900000001000075004810290000005608200360000300098520507120800060004900020036410,632957184891642375754813296419275638285361749376498521547129863163784952928536417
002047001408000000030010590000084600600309085070005029200000000095076300064592008,952647831418953267736218594529784613641329785873165429287431956195876342364592178
070200030009030056100046000004300098058010000003065100020081073000429000960700040,576298431849137256132546789614372598258914367793865124425681973387429615961753842
502000007080140000000000690003026005700300209001708400100400000058209103600030574,512693847986147352374582691843926715765314289291758436137465928458279163629831574
060093504500100000708205003050000000800300720620418000209000078000060010400820030,162793584534186297798245163953672841841359726627418359219534678385967412476821935
007035200002600005800400907700006000926180003005020790340000008000950304000200610,697835241412679835853412967734596182926187453185324796349761528261958374578243619
021590670000000000678100390250069708080200000100030900000000540007610020490085030,321598674945376281678142395253469718789251463164837952816923547537614829492785136
006300209023060800401007005060000904390476000010025070000042581000050030702801000,576318249923564817481297365267183954395476128814925673639742581148659732752831496
010200400300809001627005300400570200030020080005080607900710060580003000002600940,819237456354869721627145398468571239731926584295384617943712865586493172172658943
000010200500607014406000080704800000000003000091052063058400090009100308002090057,987514236523687914416239785734861529265943871891752463358476192679125348142398657
010500200206040790000980001100700520078030600003095040400003000950610038007000106,319576284286341795745982361194768523578234619623195847461853972952617438837429156
800920000003580040090001306025600800001004007070010603030005029007230001064107500,846923175713586942592741386325679814681354297479812653138465729957238461264197538
006309820201600030940050007458002060000000700600100042100037009009500006700040180,576319824281674935943258617458792361312465798697183542164837259839521476725946183
069340500000090000010802607038500900207000004400003810043908051070000206805600030,769341528582796143314852697138564972257189364496273815643928751971435286825617439
067100002005042300000607000008950000103000490040000286080529070706003800490060010,867135942915842367234697158628954731173286495549371286381529674756413829492768513
700050000062030840081092030900400060800060094000009105050001370604005012003720000,739854621562137849481692537925418763817563294346279185258941376674385912193726458
063000007500097040700810009080069000100050700409300206320000810051200000007045603,963524187518697342742813569285769431136452798479381256324976815651238974897145623
002453100700006945000100080000091000006280093500000070080507000231000004907300608,892453167713826945465179382348791526176285493529634871684517239231968754957342618
900070300103054000507620900016790004095800006000000008040061720200309865000000003,964178352123954687587623941816795234495832176732416598348561729271349865659287413
043058900908700020520004078050300612034060000000075004009000087006081500000020140,743258961968713425521694378857349612134862759692175834419536287276481593385927146
085021090403070010960500700030000070670098302000006840100302000008015060000480500,785621493423879615961543728839254176674198352512736849157362984348915267296487531
009000372040510800760000500400000085800209430000600000580960000901420060004038001,159846372243517896768392514492173685816259437375684129587961243931425768624738951
600300080070085000049000100000524007020910540000070600018607200430001800702400903,651349782273185469849762135186524397327916548594873621918637254435291876762458913
401500200090060007030210000700090503063080924800002000040027130016004090500900800,481573269295468317637219458724196583163785924859342671948627135316854792572931846
090041007708009005010850040034080001600020800900574600065090420000300050003000760,596241387748639215312857946234986571657123894981574632165798423479362158823415769
018240006060075001405900800106002030940000507200390000000180092070030600000500380,718243956369875241425961873186752439943618527257394168534186792872439615691527384
480500960050000001002760080009030000200107600603842700300000015190004200007008003,481523967756489321932761584879635142245197638613842759324976815198354276567218493
600050490032000000005106080000300240074090036021008500007063000080700001093415007,618257493732984615945136782569371248874592136321648579157863924486729351293415867
060004027508000409009100008090007000400028906635400800701530000020049100000002060,163984527578263419249175638892657341417328956635491872781536294326749185954812763
360007084004000120001950007400609002050010000600200810500803200083071096070090040,365127984794386125821954637418639752952718463637245819549863271283471596176592348
400090000068305000091002780070210003600030009002000540040720306500409100016800020,457198632268375491391642785975214863684537219132986547849721356523469178716853924
586003090010070020700009604007004206900605130008030000004000805030900460600200010,586423791419576328723819654357194286942685137168732549294361875831957462675248913
405901000007640200260000800000705900510000020000430060790080510041009700600003008,485921673137648259269357841326715984514896327978432165793284516841569732652173498
708000020000018396063200400302005007000006500056900030010420609200090084000507200,798364125524718396163259478382145967971836542456972831817423659235691784649587213
300060021000890400065070308108500904030010006692300500901047050050000000003002670,389465721217893465465271398178526934534719286692384517921647853756938142843152679
700039050540106700092000080020070360601500400000403000060090000450800000319050027,786239154543186792192745683824971365631528479975463218268397541457812936319654827
000010095029000000500760840052100003001040500800023017048000030706094001090030680,687412395429385176513769842952178463371946528864523917248651739736894251195237684
490000602000062004800750310004001205070308040306000970003409001050027000109000800,497813652531962784862754319984671235275398146316245978723489561658127493149536827
590080047001300500002067089218006000050000073079420000000050096040070800003149020,596281347781394562432567189218736954654918273379425618127853496945672831863149725
180600032060390005005000410070806004490010320002000057009002060001750800050004001,187645932264391785935278416573826194496517328812439657749182563621753849358964271
130502900004078200076190000805030061760205034000000000000406050900380007041000020,138542976594678213276193485825934761769215834413867592387426159952381647641759328
610094700730561040800003050001000879070300200209050000000700080000408601060020430,615894723732561948894273156351642879476389215289157364943716582527438691168925437
006300970027046080583002600070000100030500094200830050109003520000904000068070010,416358972927146385583792641675429138831567294294831756149683527752914863368275419
750000000410070630000290510800057900026003000170060048080049002000500400003006891,759631284412875639368294517834157926926483175175962348681349752297518463543726891
007300040901080700053010006000060314070409058800020000060250000400903062305100900,687392145941685723253714896592867314176439258834521679769258431418973562325146987
600900700020840005053700401001000070205006038390005200042609300000010090810200004,684951723127843965953762481461328579275496138398175246542689317736514892819237654
072001600000080704903506080000000028561004900207030000000000042704200306000015890,872341659615982734943576281439657128561824973287139465198763542754298316326415897
000090040053000602608000015010003000004760820000200057062037590409680001105004080,721596348953418672648372915217853469594761823386249157862137594479685231135924786
934006800010020050007184060006700095852000304000240100090357000400000709003060002,934576821618923457527184963146738295852691374379245186291357648465812739783469512
